InvoiceNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
1564,MARACUYA x kg,0.79,07/10/2020,0.88,4,Ecuador
1564,TOMATE DE ARBOL x kg (7 - 9 UNIDADES),0.96,07/10/2020,0.99,4,Ecuador
1564,BANANO FILIPINO(GUINEO 5-7) x kg,0.95,07/10/2020,0.52,4,Ecuador
1565,GASEOSA COCA COLA 1.35Lt7861024607674,1,07/10/2020,1.0795,746,Ecuador
1567,CHAMPIÑONES GUIPI REBANADO 100g,3,07/10/2020,1.09,781,Ecuador
1567,PASAS 100g,4,07/10/2020,0.4,781,Ecuador
1567,CEBOLLA PERLA PELADA GS x kg,1.94,07/10/2020,0.95,781,Ecuador
1567,PIMIENTO VERDE x kg,0.41,07/10/2020,0.87,781,Ecuador
1567,BROCOLI x kg,0.35,07/10/2020,1.3,781,Ecuador
1567,LECHUGA CRIOLLA HORTANA,1,07/10/2020,0.88,781,Ecuador
1567,CEBOLLIN HOJA GS ATADO ± 250gr,1,07/10/2020,0.33,781,Ecuador
1567,CULANTRO ATADO ± 200gr,1,07/10/2020,0.33,781,Ecuador
1567,COLIFLOR BLANCA GS x kg,0.95,07/10/2020,1.02,781,Ecuador
1568,VINO CONO SUR RESERVA  SAUVIGNON BLANCO 750 ML,1,07/10/2020,7.4586,310,Ecuador
1570,QUESO PARA NACHO RICOS 99 GR,1,07/10/2020,1.5531,641,Ecuador
1570, RONDOS BOCADITOS DE MAIZ JAPS 300g ,1,07/10/2020,2.139,641,Ecuador
1575,HUEVO CUBANO x15,1,07/10/2020,1.75,772,Ecuador
1576,PAPELHIGIE HADA COTTON SENSE 24MTS x 12 UND (MORADO),1,07/10/2020,5.8,697,Ecuador
1576,SERVILLETA FAMILIA NORMAL x350,1,07/10/2020,2.56,697,Ecuador
1576,ESENCIA SABOR VAINILLA 120ml,1,07/10/2020,0.705,697,Ecuador
1576,CEREAL MC DOUGAL CHOCOLATE 180g,1,07/10/2020,1.63,697,Ecuador
1576,MARGARINA BONELLA VITAL 250g,1,07/10/2020,1.15,697,Ecuador
1576,MARGARINA BONELLA VITAL 500g,1,07/10/2020,2.12,697,Ecuador
1576,GELATINA ROYAL DE FRAMBUESA 400g,1,07/10/2020,2.83,697,Ecuador
1576,MAYONESA DIET  GUSTADINA 200g,1,07/10/2020,1.0267,697,Ecuador
1576,GALLETA OREO ORIGINAL TUBO 126g,1,07/10/2020,0.85,697,Ecuador
1576,FUNDA MULTIUSO BLANCA 18x22 LA BURRITA x10,1,07/10/2020,0.37,697,Ecuador
1576,VINO TINTO VIÑA MAIPO CABERNET 750ml,1,07/10/2020,6.7,697,Ecuador
1576,LECHE NUTRI c63 UHT DESLACTOSA CARTON 1Lt,2,07/10/2020,1.65,697,Ecuador
1576,SHAMPOO H&S NUTRICION PROFUNDA 375ml,1,07/10/2020,6.24,697,Ecuador
1576,AZUCAR MORENA SAN CARLOS 2kg,1,07/10/2020,1.85,697,Ecuador
1576,FIDEO LA DELICIA PLUMA AM 200g,1,07/10/2020,0.35,697,Ecuador
1576,NUECES 100g,1,07/10/2020,1.49,697,Ecuador
1576,SAL CRISAL 1kg,1,07/10/2020,0.55,697,Ecuador
1576,PEPA DE ZAMBO 100 g,1,07/10/2020,1.19,697,Ecuador
1576,FREJOL NEGRO SECO 500g,1,07/10/2020,1.3,697,Ecuador
1576,MAIZ DULCE FACUNDO 425g,1,07/10/2020,1.65,697,Ecuador
1576,TE TOSCANA HORCHATA x25,1,07/10/2020,0.99,697,Ecuador
1576,TOMATE CHERRY FUNDA x kg,0.38,07/10/2020,2.65,697,Ecuador
1576,ARANDANOS TARRINA 125g,1,07/10/2020,1.5,697,Ecuador
1576,APANADURA BIMBO PAN MOLIDO 250g,1,07/10/2020,1,697,Ecuador
1576,CANGUIL AMERICANO 500g,1,07/10/2020,0.67,697,Ecuador
1576,TRIGO PELADO 500g,1,07/10/2020,0.71,697,Ecuador
1576,LENTEJA SECA 500g,1,07/10/2020,0.91,697,Ecuador
1576,MAIZABROSA 1000g,1,07/10/2020,2.48,697,Ecuador
1576,HARINA YA C/POLVO DE HORNEAR 1kg,1,07/10/2020,2.08,697,Ecuador
1576,TOMATE TACONAZO HORTANA ,1,07/10/2020,1.67,697,Ecuador
1576,PAPA CHAUCHA 3RA 1 FUNDA,1,07/10/2020,1.35,697,Ecuador
1580,LIMON SUTIL x kg,4,07/10/2020,1.35,797,Ecuador
1580,CULANTRO ATADO ± 200gr,5,07/10/2020,0.33,797,Ecuador
1580,PLATANO VERDE x kg,3,07/10/2020,0.65,797,Ecuador
1580,PLATANO MADURO x kg,2.72,07/10/2020,0.68,797,Ecuador
1580,COL DANIELA GS x kg,0.52,07/10/2020,0.58,797,Ecuador
1582,MANGO ROJO (AMARILLO PERUANO) x Kg,0.95,07/10/2020,2.04,757,Ecuador
1582,GASEOSA COCA COLA 300ml,1,07/10/2020,0.45,757,Ecuador
1584,CEBOLLA ROJA PELADA GS x kg,1.44,07/10/2020,1.02,174,Ecuador
1584,TOMATE RIÑON x kg,1.83,07/10/2020,0.86,174,Ecuador
1584,FLOR DE JAMAICA EMPACADO x Kg,0.22,07/10/2020,2.8,174,Ecuador
1584,REMOLACHA GS x kg,0.23,07/10/2020,0.84,174,Ecuador
1584,FREJOL SECO MANTEQUILLA 500g,2,07/10/2020,1.57,174,Ecuador
1584,BROCOLI x kg,0.32,07/10/2020,1.3,174,Ecuador
1584,LIMON SUTIL x kg,0.73,07/10/2020,1.35,174,Ecuador
1586,PRO-CAT GATITOS 1lb,1,07/10/2020,2.1576,641,Ecuador
1588,DETERGENTE DEJA PODER ACELERADOR  LIQUIDO 1.9Lt,1,07/10/2020,6.06,29,Ecuador
1588,JABON LIQUIDO BALLERINA  VIOLETA SILV 1000ml,1,07/10/2020,3.44,29,Ecuador
1588,PAPEL HIGIENICO FAMILIA ACOLCH AMARILLO 6UND,1,07/10/2020,1.69,29,Ecuador
1588,GRANADILLA COLOMBIANA x Kg,0.74,07/10/2020,1.71,29,Ecuador
1588,PAPAYA HAWAIANA x kg,1.4,07/10/2020,0.77,29,Ecuador
1588,MELON x kg,1.07,07/10/2020,0.86,29,Ecuador
1588,ROMANESCO x kg,0.3,07/10/2020,1.14,29,Ecuador
1588,QUESO MOZARELLA EL EMPALME 450g,1,07/10/2020,3.6,29,Ecuador
1588,YOGURT GRIEGO EL TOKTE NATURAL 150g,1,07/10/2020,1.65,29,Ecuador
1588,GUAYABA ROSADA FUNDA x Kg,0.735,07/10/2020,1.58,29,Ecuador
1588,GALLETA QUINUA-AMARANTO NUAMA 40g,2,07/10/2020,0.4464,29,Ecuador
1590,PAPAYA HAWAIANA x kg,1.33,07/10/2020,0.7469,268,Ecuador
1590,CARNE MOLIDA DE RES kg,0.25,07/10/2020,5.5678,268,Ecuador
1590,PLATANO MADURO x kg,0.53,07/10/2020,0.6596,268,Ecuador
1590,TOMATE RIÑON x kg,0.95,07/10/2020,0.8342,268,Ecuador
1590,ARVEJA DESVAINADA x kg,0.35,07/10/2020,2.2213,268,Ecuador
1590,BANANO FILIPINO(GUINEO 5-7) x kg,0.37,07/10/2020,0.5044,268,Ecuador
1590,AGUACATE x kg,0.25,07/10/2020,1.9885,268,Ecuador
1590,ACELGA ATADO ± 300g,1,07/10/2020,0.3201,268,Ecuador
1590,PITAHAYA x kg,0.54,07/10/2020,5.2283,268,Ecuador
1590,MANZANA ROYAL x kg,0.68,07/10/2020,1.7072,268,Ecuador
1590,AJO ILE PASTA VASO 130g,1,07/10/2020,0.4656,268,Ecuador
1591,NARANJA x kg,4.11,07/10/2020,0.57,386,Ecuador
1591,PLATANO MADURO x kg,0.58,07/10/2020,0.68,386,Ecuador
1591,LIMON SUTIL x kg,0.45,07/10/2020,1.35,386,Ecuador
1591,MANGO ROJO (AMARILLO PERUANO) x Kg,0.43,07/10/2020,2.04,386,Ecuador
1591,MANDARINA SIN PEPA x Kg,0.75,07/10/2020,1.99,386,Ecuador
1591,NUECES 100g,1,07/10/2020,1.49,386,Ecuador
1595,LECHE NUTRI DESLACTOSADA POLITILENO 900ml,2,07/10/2020,1,175,Ecuador
1595,PAN BRIOCHE MINI EL HORNO,2,07/10/2020,1.3,175,Ecuador
1595,CHIRIMOYA GS x kg,0.46,07/10/2020,3.49,175,Ecuador
1595,JABON LAVA TODO SUAVIZANTE 245g,1,07/10/2020,0.58,175,Ecuador
1596,ENERGIZANTE VIVE 100 BOROJO 475ml,1,07/10/2020,0.8277,476,Ecuador
1598,SERVILLETA FAMILIA NORMAL x200,1,07/10/2020,1.63,305,Ecuador
1598,HONGOS SECOS 50g,2,07/10/2020,1.16,305,Ecuador
1598,CREMA DE LECHE NUTRI ULTRAPASTEURIZADA 900 Lt,1,07/10/2020,3.295,305,Ecuador
1598,ARANDANOS TARRINA 125g,1,07/10/2020,1.5,305,Ecuador
1598,JENGIBRE EMPACADO x kg,0.265,07/10/2020,3.22,305,Ecuador
1598,AJO PELADO x kg,0.26,07/10/2020,5.35,305,Ecuador
1598,AGUACATE x kg,1.28,07/10/2020,2.05,305,Ecuador
1598,GALLETA AMOR VAINILLA 100g,2,07/10/2020,0.85,305,Ecuador
1598,MAIZ DULCE FACUNDO 425g,1,07/10/2020,1.65,305,Ecuador
1600,PAPA SUPER CHOLA 2DA. LAVADA x kg,1.37,07/10/2020,0.61,778,Ecuador
1600,ZUQUINI VERDE x kg,0.32,07/10/2020,0.74,778,Ecuador
1600,PAN MIXTO EL HORNO,1,07/10/2020,1.04,778,Ecuador
1600,CALDO DE GALLINA RANCHEROx U,1,07/10/2020,0.18,778,Ecuador
1600,CHUPETE BON BON BUM x1,2,07/10/2020,0.134,778,Ecuador
1602,HUEVO CUBANO x15,1,07/10/2020,1.75,542,Ecuador
1602,FRUTILLA ENVASE x Kg,0.4,07/10/2020,2.88,542,Ecuador
1602,TOMATE RIÑON x kg,0.64,07/10/2020,0.86,542,Ecuador
1602,MANZANA VERDE x kg,0.42,07/10/2020,1.82,542,Ecuador
1602,MELON x kg,1.01,07/10/2020,0.86,542,Ecuador
1602,VINO TAGUA CAB-SAUVI 750ml,1,07/10/2020,7.14,542,Ecuador
1602,PEPINILLO x kg,0.45,07/10/2020,0.77,542,Ecuador
1602,ESPINACA ATADO ± 300gr,1,07/10/2020,0.33,542,Ecuador
1602,APIO ATADO ± 300gr,1,07/10/2020,0.33,542,Ecuador
1602,COCOA UNIVERSAL 150g,1,07/10/2020,0.85,542,Ecuador
1602,QUESO CREMA TONI DE 50g,1,07/10/2020,0.5,542,Ecuador
1602,JABON JOLLY MANZANILLA x3,1,07/10/2020,1.2991,542,Ecuador
1602,NARANJILLA FUNDA x kg,0.74,07/10/2020,1.48,542,Ecuador
1602,PAPAYA HAWAIANA x kg,0.7,07/10/2020,0.77,542,Ecuador
1602,GALLETA CON AVENA Y COCO GUSTAMAS 200 GR 500g,1,07/10/2020,1.45,542,Ecuador
1602,MORITAS TARRINA ,1,07/10/2020,2.58,542,Ecuador
1604,SHAMPOO RENCEL MANZANILLA 1000ml,1,07/10/2020,2.42,309,Ecuador
1604,JABON PROTEX BALANCE SALUD  110g x3,1,07/10/2020,2.37,309,Ecuador
1606,ARROZ CLM 10lb,1,07/10/2020,5.98,302,Ecuador
1606,RONDITOS DE MAIZ 300g ,1,07/10/2020,2.32,302,Ecuador
1606,GASEOSA MANZANA 1gl,1,07/10/2020,2.68,302,Ecuador
1606,PLATO TORTA BLANCO PLASTI UTIL #6 x 25,1,07/10/2020,0.4,302,Ecuador
1606,CEBOLLA ROJA PELADA GS x kg,0.71,07/10/2020,1.02,302,Ecuador
1606,LECHE NUTRI c80 UHT CARTON ENTERA 1Lt,1,07/10/2020,1.35,302,Ecuador
1606,YOGURT TONI FRUTILLA 600ml,1,07/10/2020,1.75,302,Ecuador
1606,ACEITE  VIVI GIRASOL 500ml,1,07/10/2020,1.35,302,Ecuador
1606,CUCHARA ALEGRIA x50,1,07/10/2020,0.58,302,Ecuador
1606,HELADO PINGUINO MANICHO 80ml,1,07/10/2020,0.6696,302,Ecuador
1607, FILETE DE RES 240 A 280 GR ,1,07/10/2020,1.99,772,Ecuador
1607, FILETE DE POLLO 240 A 280 GR,1,07/10/2020,1.75,772,Ecuador
1609,LECHE NUTRI c85 UHT SEMIDESCRM CARTON 1Lt,3,07/10/2020,1.4,615,Ecuador
1609,CHORIZO CHORIPAN EMP Vc350GR ,1,07/10/2020,3.48,615,Ecuador
1609,ESPINACA ATADO ± 300gr,1,07/10/2020,0.33,615,Ecuador
1611,APIO ATADO ± 300gr,1,07/10/2020,0.33,778,Ecuador
1611,PANELITAS DE MANJAR 200g,2,07/10/2020,2.25,778,Ecuador
1613,ZANAHORIA x kg,0.43,07/10/2020,0.8,780,Ecuador
1615,ATUN ILE 170g,1,07/10/2020,1.1997,331,Ecuador
1615,GASEOSA FANTA NARANJA 3Lt,1,07/10/2020,2.4924,331,Ecuador
1617,CAKE RELLENO DE VAINILLA 100g,1,07/10/2020,0.6231,797,Ecuador
1617,ENERGIZANTE VIVE 100 GINSENG 475ml,1,07/10/2020,0.7998,797,Ecuador
1619,PIERNA DE POLLO PLATO x Kg,0.58,07/10/2020,4.18,76,Ecuador
1619,AGUACATE x kg,2.42,07/10/2020,2.05,76,Ecuador
1621,FIDEO TOSCANA ESPECIAL MACARRON # 1 400gr,1,07/10/2020,1.22,106,Ecuador
1621,AVENA HOJUELAS TOSCANA 500g,1,07/10/2020,1.1,106,Ecuador
1621,AVENA QUAKER 1000g,1,07/10/2020,2.4,106,Ecuador
1621,ARROZ INTEGRAL SCHULLO 1kg,1,07/10/2020,3.4,106,Ecuador
1621,CANELA EN RAMA FUNDA GS 50g,1,07/10/2020,1.31,106,Ecuador
1621,LAUREL HOJA SECA GS 30GR,1,07/10/2020,0.5,106,Ecuador
1622,CUARTO DE POLLO PLATO x kg,0.655,07/10/2020,3.54,91,Ecuador
1622,PERA x Kg,0.59,07/10/2020,2.17,91,Ecuador
1624,PAPAYA CUBANA x kg,2.62,07/10/2020,0.94,745,Ecuador
1624,MANZANA ROJA x kg,0.62,07/10/2020,1.79,745,Ecuador
1626,CHIFLES TORTOLINES CERVECERO 45g,1,08/10/2020,0.3999,589,Ecuador
1627,LECHE NUTRI c13 ENTERA FUNDA 1Lt,2,08/10/2020,0.9,672,Ecuador
1627,CARNE FILETEADA DE RES AL VACIO x kg,0.49,08/10/2020,8.15,672,Ecuador
1627,CARNE PURA DE RES AL VACIO x kg,0.46,08/10/2020,7.87,672,Ecuador
1627,CHOCLO DESGRANADO x kg,0.45,08/10/2020,3.4,672,Ecuador
1627,PAPA CHAUCHA 3RA 1 FUNDA,1,08/10/2020,1.35,672,Ecuador
1627,FREJOL BLANCO DESVAINADO x Kg,0.57,08/10/2020,2.29,672,Ecuador
1627,LIMON MEYER x kg,0.9,08/10/2020,0.75,672,Ecuador
1627,MANZANA ROYAL x kg,0.98,08/10/2020,1.76,672,Ecuador
1628,PLATANO MADURO x kg,1.4,08/10/2020,0.6324,746,Ecuador
1628,YOGURT TONI MIX DURAZNO 190g,1,08/10/2020,0.7905,746,Ecuador
1628,QUESILLO GS x kg,0.195,08/10/2020,4.0548,746,Ecuador
1630,TALLARIN CHINO ORIENTAL FINO 200g,1,08/10/2020,0.9,189,Ecuador
1630,BANANO FILIPINO(GUINEO 5-7) x kg,1.21,08/10/2020,0.52,189,Ecuador
1630,PLATANO MADURO x kg,1.41,08/10/2020,0.68,189,Ecuador
1630,TOMATE TACONAZO HORTANA ,1,08/10/2020,1.67,189,Ecuador
1630,BROCOLI x kg,0.3,08/10/2020,1.3,189,Ecuador
1630,FRUTOS SECOS DELICIA 50g,1,08/10/2020,0.98,189,Ecuador
1630,YUCA PELADA x kg,1.09,08/10/2020,0.79,189,Ecuador
1632,NARANJA x kg,8.28,08/10/2020,0.57,797,Ecuador
1632,CULANTRO ATADO ± 200gr,2,08/10/2020,0.33,797,Ecuador
1632,CREMA DE LECHE NUTRI TETRAFINO 500,2,08/10/2020,2.1,797,Ecuador
1634,PAPAYA CUBANA x kg,1.34,08/10/2020,0.94,230,Ecuador
1634,MELLOCO PINTADO AL VACIO x kg,0.505,08/10/2020,1.7,230,Ecuador
1634,CEBOLLA ROJA PELADA GS x kg,0.67,08/10/2020,1.02,230,Ecuador
1634,CEBOLLA PERLA PELADA GS x kg,0.68,08/10/2020,0.95,230,Ecuador
1634,REINA CLAUDIA GS x kg,1.37,08/10/2020,2.47,230,Ecuador
1634,COL BRUSELAS PLATO GS x kg,0.36,08/10/2020,3.56,230,Ecuador
1634,CIRUELO x kg,0.49,08/10/2020,1.35,230,Ecuador
1634,VAINITA x kg,0.24,08/10/2020,2.25,230,Ecuador
1634,BROCOLI x kg,0.41,08/10/2020,1.3,230,Ecuador
1634,MELON x kg,1.13,08/10/2020,0.86,230,Ecuador
1634,TOMATE RIÑON x kg,1.11,08/10/2020,0.86,230,Ecuador
1634,TOMATE CHERRY FUNDA x kg,0.385,08/10/2020,2.65,230,Ecuador
1634,NABO REPOLLO x kg,1.73,08/10/2020,0.52,230,Ecuador
1634,HABA TIERNA DESVAINADA x Kg,0.33,08/10/2020,2.05,230,Ecuador
1634,CEBOLLA VITALIZA GS x kg,0.25,08/10/2020,1.68,230,Ecuador
1634,PIMIENTO ROJO x kg,0.27,08/10/2020,2.13,230,Ecuador
1634,YUCA PELADA x kg,1.47,08/10/2020,0.79,230,Ecuador
1634,PIÑA HAWAIANA x kg,2.04,08/10/2020,0.71,230,Ecuador
1638,PAPA CHAUCHA 3RA 1 FUNDA,1,08/10/2020,1.35,698,Ecuador
1638,COSTILLA DE CERDO x kg,1.02,08/10/2020,6.59,698,Ecuador
1638,CARNE FILETEADA DE CERDO x kg,1.655,08/10/2020,6.94,698,Ecuador
1638,TOMATE DE ARBOL x kg (7 - 9 UNIDADES),0.78,08/10/2020,0.99,698,Ecuador
1639,MOTE PRECOCIDO AL VACIO x kg,0.405,08/10/2020,1.9642,24,Ecuador
1639,MOTE PRECOCIDO AL VACIO x kg,0.405,08/10/2020,1.9642,24,Ecuador
1641,PATATAS CEBOLLA 280g,1,08/10/2020,2.5,770,Ecuador
1643,GALLETA AMOR FRESA 175g,1,08/10/2020,1.25,765,Ecuador
1643,CHIFLES TORTOLINES CERVECERO  150g,1,08/10/2020,1.25,765,Ecuador
1645,ARROCILLO 500g,4,08/10/2020,0.3255,428,Ecuador
1645,MENUDENCIA DE POLLO PLATO x kg,0.475,08/10/2020,2.4087,428,Ecuador
1646,HALLS ,2,08/10/2020,0.0415,746,Ecuador
1648,POLLO PELADO SIN MENUDENCIA x kg,1.795,08/10/2020,2.9667,536,Ecuador
1649,PAPEL HIGIENICO FAMILIA TRIPL HOJA VERDE UND,1,08/10/2020,0.5952,764,Ecuador
1649,TE HORCHATA ILE 37g,1,08/10/2020,1.0695,764,Ecuador
1649,LECHE NUTRI c13 ENTERA FUNDA 1Lt,1,08/10/2020,0.837,764,Ecuador
1649,ATUN VAN CAMPS ACEITE DE GIRASOL A/F 140g,1,08/10/2020,1.1625,764,Ecuador
1649,TOMATE RIÑON x kg,0.23,08/10/2020,0.7998,764,Ecuador
1649,CEBOLLA ROJA PELADA GS x kg,0.17,08/10/2020,0.9486,764,Ecuador
1650,TE DE FRUTAS DEL BOSQUE HORNIMANS x25,1,08/10/2020,1.92,772,Ecuador
1651,CAFE BUEN DIA 170g,1,08/10/2020,7.81,59,Ecuador
1651,CAFE CUBANITO 200g,1,08/10/2020,2.72,59,Ecuador
1654,LECHE NUTRI c13 ENTERA FUNDA 1Lt,2,08/10/2020,0.9,59,Ecuador
1657,PEPA DE ZAMBO 100 g,1,08/10/2020,1.19,772,Ecuador
1657,CHOCOLATE GALAK  90g,1,08/10/2020,1.74,772,Ecuador
1657,PATACON CHIFLE DULCE 110g,2,08/10/2020,0.71,772,Ecuador
1657,HOSTIAS MAJE 15g,1,08/10/2020,0.5,772,Ecuador
1659,LECHE NUTRI DESCREMADA TETRAFINO 900ml,3,08/10/2020,1.05,323,Ecuador
1659,MARGARINA BONELLA VITAL 500g,1,08/10/2020,2.12,323,Ecuador
1659,GALLETA KONITOS CHOCOLATE 75g,2,08/10/2020,0.446,323,Ecuador
1659,GASEOSA SPRITE 3Lt,1,08/10/2020,2.68,323,Ecuador
1659,CUERITOS DE SOYA MISHKI 110g,1,08/10/2020,1.116,323,Ecuador
1661,TOSTITOS JALAPEÑO 150g,1,08/10/2020,1.2,770,Ecuador
1662,MERMELADA DE FRUTIMORA SNOB 600g,1,08/10/2020,2.65,47,Ecuador
1662,MERMELADA DE FRUTILLA GUSTADINA SACHET 250g,1,08/10/2020,1.0625,47,Ecuador
1662,PIMIENTO ROJO x kg,0.16,08/10/2020,2.13,47,Ecuador
1662,TOMATE RIÑON x kg,0.54,08/10/2020,0.86,47,Ecuador
1662,BANANO FILIPINO(GUINEO 5-7) x kg,1.21,08/10/2020,0.52,47,Ecuador
1662,LIMON MEYER x kg,0.31,08/10/2020,0.75,47,Ecuador
1662,QUESO MOZZARELLA LA HACIENDA   500g,1,08/10/2020,4.6,47,Ecuador
1662,POLLO PELADO SIN MENUDENCIA x kg,2.11,08/10/2020,3.19,47,Ecuador
1662,CHOCOLATE FATIMA EN PASTILLA  200g,1,08/10/2020,1.5,47,Ecuador
1663,PEREJIL ATADO ± 300gr,1,08/10/2020,0.33,778,Ecuador
1663,PEPINILLO x kg,0.35,08/10/2020,0.77,778,Ecuador
1665,FRUTILLA ENVASE x Kg,0.505,08/10/2020,2.88,477,Ecuador
1671,PIÑA HAWAIANA x kg,1.71,08/10/2020,0.71,778,Ecuador
1671,MORA CONGELADA LA INMACULADA 450g,1,08/10/2020,1.7,778,Ecuador
1671,SAGU 200g,1,08/10/2020,0.91,778,Ecuador
1671,HARINA MORADA 500g,1,08/10/2020,0.85,778,Ecuador
1671,HARINA MORADA 500g,1,08/10/2020,0.85,778,Ecuador
1672,PIERNA DE POLLO PLATO x Kg,0.53,08/10/2020,4.18,287,Ecuador
1674,CEBOLLA ROJA PELADA GS x kg,1.09,08/10/2020,1.02,768,Ecuador
1674,AGUACATE x kg,0.79,08/10/2020,2.05,768,Ecuador
1675,HUEVOS RUNA x12 YERBA BUENA,1,08/10/2020,3.56,134,Ecuador
1675,FRUTILLA ENVASE x Kg,0.435,08/10/2020,2.88,134,Ecuador
1677,CHAMPIÑONES GUIPI REBANADOS 200g,2,08/10/2020,2.13,42,Ecuador
1677,ARROZ DE CEBADA 500g,1,08/10/2020,0.98,42,Ecuador
1677,QUESO SUPREMO 250g,1,08/10/2020,1.49,42,Ecuador
1677,GELATINA ROYAL DE FRESA 200g,1,08/10/2020,1.875,42,Ecuador
1677,YOGURT REGENERIS CEREAL ALPINA 180g,1,08/10/2020,0.7,42,Ecuador
1677,GELATINA ROYAL DE MANZANA 200g,1,08/10/2020,1.875,42,Ecuador
1677,MIEL POWER 250ml,1,08/10/2020,3.39,42,Ecuador
1679,POLLO PELADO SIN MENUDENCIA x kg,1.755,08/10/2020,3.19,772,Ecuador
1681,PAN DE LECHE MINI EL HORNO,1,08/10/2020,1.3,491,Ecuador
1681,ALCOHOL PARACELSO 120ml,1,08/10/2020,1.35,491,Ecuador
1681,VITA SWEET STEVIA x50u,1,08/10/2020,3.3,491,Ecuador
1681,CAFE BUEN DIA 170g,1,08/10/2020,7.81,491,Ecuador
1682,CAKE REBANADAS DE VAINILLA 80g,3,08/10/2020,0.58,778,Ecuador
1684,SUBMARINOS SABOR VAINILLA 27g,1,08/10/2020,0.2232,140,Ecuador
1684,AGUA MINERAL GUITIG 500ml,4,08/10/2020,0.54,140,Ecuador
1688,PAPA SUPER CHOLA x kg,2.79,08/10/2020,0.53,250,Ecuador
1692,PAPEL HIGIENICO FAMILIA ACOLCH AMARILLO 6UND,1,08/10/2020,1.69,772,Ecuador
1694,JAMON SANDUCHERO ITALIANA 85GR,1,08/10/2020,0.744,310,Ecuador
1702,TOMATE DE ARBOL x kg (7 - 9 UNIDADES),0.77,09/10/2020,0.9207,641,Ecuador
1702,NESCAFE DOYPACK 50g,1,09/10/2020,1.023,641,Ecuador
1704,GALLETA AMOR FRESA 175g,1,09/10/2020,1.25,391,Ecuador
1704,PAPEL HIGIENICO FAMILIA TRIPL HOJA VERDE UND,1,09/10/2020,0.64,391,Ecuador
1704,CULANTRO ATADO ± 200gr,1,09/10/2020,0.33,391,Ecuador
1704,TOMATE RIÑON x kg,0.8,09/10/2020,0.86,391,Ecuador
1704,POLLO PELADO CON MENUDENCIA x kg,2.065,09/10/2020,3,391,Ecuador
1704,MILO NESTLE 200g,1,09/10/2020,0.63,391,Ecuador
1705,INFUSION ILE JENGIBRE x25,2,09/10/2020,1.4,772,Ecuador
1705,JARABE DE JENGIBRE CHANKUAP ADULTOS 130ml,1,09/10/2020,3.91,772,Ecuador
1705,CHOCOLATE NUTELLA  15g,2,09/10/2020,0.3482,772,Ecuador
1707,LECHE NUTRI c13 ENTERA FUNDA 1Lt x12,1,09/10/2020,10.46,30,Ecuador
1709,AGUA MINERAL GUITIG 300ml,1,09/10/2020,0.332,772,Ecuador
1711,PAN HAMBURGUESA SUPAN x 8 U,1,09/10/2020,2.25,771,Ecuador
1711,CARNE MOLIDA DE RES kg,0.56,09/10/2020,5.74,771,Ecuador
1711,SALCHICHA DE FREIR ITALIANA x kg,0.16,09/10/2020,7.77,771,Ecuador
1713,NUECES 100g,2,09/10/2020,1.49,175,Ecuador
1715,PAN BRIOCHE MINI EL HORNO,3,09/10/2020,1.3,175,Ecuador
1716,UVA VERDE SIN PEPA FUNDA  x kg,0.365,09/10/2020,5.47,275,Ecuador
1716,TOMATE DE ARBOL x kg (7 - 9 UNIDADES),1.31,09/10/2020,0.99,275,Ecuador
1716,PATATAS NATURAL 90g,1,09/10/2020,0.893,275,Ecuador
1717,TOMATE RIÑON x kg,0.69,09/10/2020,0.7998,280,Ecuador
1719,CAKE REBANADAS DE VAINILLA 80g,2,09/10/2020,0.58,778,Ecuador
1719,CAKE RELLENO DE VAINILLA 100g,1,09/10/2020,0.67,778,Ecuador
1719,AGUA MINERAL GUITIG 500ml,2,09/10/2020,0.54,778,Ecuador
1721,ROSCONCITOS 80g,1,09/10/2020,0.89,26,Ecuador
1721,ATUN REAL A/F 180g,2,09/10/2020,1.58,26,Ecuador
1721,PULPA DE MORA FRUGO 500g,1,09/10/2020,2.81,26,Ecuador
1721,MORA CONGELADA LA INMACULADA 450g,1,09/10/2020,1.7,26,Ecuador
1721,MELLOCO PINTADO AL VACIO x kg,0.505,09/10/2020,1.7,26,Ecuador
1721,CAFE CUBANITO 400g,1,09/10/2020,5.357,26,Ecuador
1721,FIDEO TOMEBAMBA MARGARITA ILUSION 400g,1,09/10/2020,0.62,26,Ecuador
1721,LENTEJA SECA 500g,1,09/10/2020,0.91,26,Ecuador
1721,ARROZ DE CEBADA 500g,1,09/10/2020,0.98,26,Ecuador
1721,YUCA PELADA x kg,1.18,09/10/2020,0.79,26,Ecuador
1721,ACEITE GIRASOL 1Lt,1,09/10/2020,3.1,26,Ecuador
1721,TALLARIN CHINO FINO ORIENTAL 400g,1,09/10/2020,1.65,26,Ecuador
1721,CEBOLLA ROJA PELADA GS x kg,1.04,09/10/2020,1.02,26,Ecuador
1723,CEBOLLIN HOJA GS ATADO ± 250gr,1,09/10/2020,0.33,714,Ecuador
1723,PASAS 100g,1,09/10/2020,0.4,714,Ecuador
1723,COLIFLOR BLANCA GS x kg,0.32,09/10/2020,1.02,714,Ecuador
1723,CULANTRO ATADO ± 200gr,1,09/10/2020,0.33,714,Ecuador
1725,AGUA MINERAL GUITIG 500ml,1,09/10/2020,0.54,412,Ecuador
